,title,eps_count,publish_date,status,season,studio,rate,eps_period,type,classification
217,Toradora!, 25,2023-10, compleated,Fall,J.C.Staff,8.08,23.0,series,"['Drama', 'Love Polygon', 'Romance', 'School']"
218,Ore wo Suki nano wa Omae dake ka yo, 12,2023-09, compleated,Fall,Connect,7.31,23.0,series,"['Comedy', 'Harem', 'Romance', 'School']"
219,Vinland Saga, 24,2023-10, compleated,Summer,Wit Studio,8.75,24.0,series,"['Action', 'Adventure', 'Drama', 'Gore', 'Historical', 'Seinen']"
221,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta", 13,2023-09, compleated,Spring,Millepensee,6.36,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'School']"
224,Sugar Apple Fairy Tale, 12,2023-09, compleated,Winter,J.C.Staff,7.41,22.0,series,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Visual Arts']"
225,Okashi na Tensei, 12,2023-09, compleated,Summer,SynergySP,6.73,23.0,series,"['Fantasy', 'Isekai', 'Reincarnation']"
226,Gyakkyou Burai Kaiji: Hakairoku-hen, 26,2023-10, compleated,Spring,Madhouse,8.25,24.0,series,"['Adult Cast', 'High Stakes Game', 'Psychological', 'Seinen', 'Strategy Game', 'Suspense']"
227,Fairy Tail, 175,2023-10, compleated,Fall,A-1 Pictures,7.57,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
228,Saihate no Paladin, 12,2023-09, compleated,Fall,Children's Playground Entertainment,6.84,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Reincarnation']"
229,Megami no Café Terrace, 12,2023-09, compleated,Spring,Tezuka Productions,7.33,23.0,series,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']"
232,Vivy: Fluorite Eye's Song, 13,2023-10, compleated,Spring,Wit Studio,8.41,24.0,series,"['Action', 'Music', 'Sci-Fi', 'Suspense', 'Time Travel']"
233,One Piece Movie 05: Norowareta Seiken,null,2024-08, compleated,unknown,Toei Animation,7.11,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
234,Masou Gakuen HxH, 12,2023-09, compleated,Summer,Production IMS,6.13,24.0,series,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']"
238,86, 11,2023-09, compleated,Spring,A-1 Pictures,8.29,23.0,series,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']"
239,Aharen-san wa Hakarenai, 12,2023-09, compleated,Spring,Felix Film,7.31,23.0,series,"['Comedy', 'Romance', 'School', 'Shounen']"
240,Peter Grill to Kenja no Jikan: Super Extra, 12,2023-09, compleated,Fall,Seven,5.94,12.0,series,"['Comedy', 'Erotica', 'Fantasy', 'Harem']"
242,Hikari no Ou, 10,2023-09, compleated,Winter,Signal.MD,6.39,24.0,series,['Fantasy']
243,World Trigger 2nd Season, 12,2023-09, compleated,Winter,Toei Animation,8.06,23.0,series,"['Action', 'Sci-Fi', 'Shounen']"
244,Tomo-chan wa Onnanoko!, 13,2023-09, compleated,Winter,Lay-duce,7.83,23.0,series,"['Comedy', 'Romance', 'School']"
245,Ochikobore Fruit Tart, 12,2023-09, compleated,Fall,feel.,6.78,23.0,series,"['Idols (Female)', 'Music', 'Slice of Life']"
247,Chainsaw Man, 12,2023-09, compleated,Fall,MAPPA,8.56,24.0,series,"['Action', 'Fantasy', 'Gore', 'Shounen']"
248,Hajime no Ippo: New Challenger, 26,2023-10, compleated,Winter,Madhouse,8.66,23.0,series,"['Combat Sports', 'Shounen', 'Sports']"
249,Kyokou Suiri Season 2, 12,2023-09, compleated,Winter,Brain's Base,7.35,25.0,series,"['Adult Cast', 'Mystery', 'Mythology', 'Romance', 'Shounen', 'Supernatural']"
250,Ousama Game The Animation, 12,2023-09, compleated,Fall,Seven,5.06,23.0,series,"['Drama', 'Gore', 'High Stakes Game', 'Horror', 'Mystery', 'School', 'Supernatural', 'Survival']"
251,Lv1 Maou to One Room Yuusha, 12,2023-09, compleated,Summer,Blade,7.03,23.0,series,"['Comedy', 'Fantasy']"
254,Hinamatsuri (TV), 12,2023-09, compleated,Spring,feel.,8.14,23.0,series,"['Childcare', 'Comedy', 'Organized Crime', 'Seinen', 'Supernatural']"
255,Lupin Zero,null,2023-10, compleated,unknown,Telecom Animation Film,7.39,26.0,series,"['Action', 'Comedy', 'Seinen']"
256,Hitsugi no Chaika: Avenging Battle, 10,2023-09, compleated,Fall,Bones,7.17,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Romance']"
257,Koutetsujou no Kabaneri, 12,2023-09, compleated,Spring,Wit Studio,7.27,22.0,series,"['Action', 'Drama', 'Fantasy', 'Gore', 'Historical', 'Horror', 'Survival']"
258,Kimetsu no Yaiba: Katanakaji no Sato-hen, 11,2024-08, compleated,Spring,ufotable,8.32,28.0,series,"['Action', 'Fantasy', 'Historical', 'Shounen']"
260,Kumichou Musume to Sewagakari, 12,2023-09, compleated,Summer,feel.,7.77,23.0,series,"['Childcare', 'Organized Crime', 'Slice of Life']"
261,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen, 14,2023-10, compleated,Fall,Ajia-do,7.99,23.0,series,"['Fantasy', 'Isekai', 'Reincarnation']"
262,Fantasy Bishoujo Juniku Ojisan to, 12,2023-09, compleated,Winter,OLM Team Yoshioka,7.15,23.0,series,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Magical Sex Shift', 'Parody']"
263,High School DxD Hero, 12,2023-09, compleated,Spring,Passione,7.25,23.0,series,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mythology', 'Romance', 'School']"
264,Radiant 2nd Season, 21,2023-10, compleated,Fall,Lerche,7.57,24.0,series,"['Action', 'Adventure', 'Fantasy']"
265,5-toubun no Hanayome ∬, 12,2023-09, compleated,Winter,Bibury Animation Studios,8.07,24.0,series,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
267,Isekai Ojisan, 13,2023-09, compleated,Summer,AtelierPontdarc,7.83,24.0,series,"['Adult Cast', 'Comedy', 'Fantasy', 'Isekai', 'Otaku Culture', 'Parody']"
269,Absolute Duo, 12,2023-09, compleated,Winter,8bit,6.43,24.0,series,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School']"
270,"Jitsu wa Ore, Saikyou deshita?", 12,2023-10, compleated,Summer,Staple Entertainment,6.52,23.0,series,"['Adventure', 'Fantasy', 'Isekai', 'Reincarnation']"
271,Irozuku Sekai no Ashita kara, 13,2023-10, compleated,Fall,P.A. Works,7.52,24.0,series,"['Drama', 'Fantasy', 'Love Polygon', 'Romance', 'School', 'Time Travel', 'Visual Arts']"
272,Isekai Cheat Magician, 12,2023-09, compleated,Summer,Encourage Films,5.47,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
274,Yuukoku no Moriarty, 11,2023-09, compleated,Fall,Production I.G,8.17,23.0,series,"['Adult Cast', 'Historical', 'Mystery', 'Organized Crime', 'Psychological', 'Shounen', 'Suspense']"
275,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta., 12,2023-09, compleated,Fall,Studio A-CAT,5.94,23.0,series,"['Action', 'Adventure', 'Fantasy']"
276,"One Piece Movie 09: Episode of Chopper Plus – Fuyu ni Saku, Kiseki no Sakura",null,2024-08, compleated,unknown,Toei Animation,7.43,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
278,Terra Formars: Revenge, 13,2023-10, compleated,Spring,LIDENFILMS,6.65,24.0,series,"['Action', 'Gore', 'Horror', 'Sci-Fi', 'Seinen', 'Space', 'Survival']"
280,Kobayashi-san Chi no Maid Dragon S, 12,2023-09, compleated,Summer,Kyoto Animation,8.29,23.0,series,"['Fantasy', 'Slice of Life']"
282,Kyoukai no Kanata, 12,2023-09, compleated,Fall,Kyoto Animation,7.73,24.0,series,"['Action', 'Fantasy', 'School']"
285,Kiznaiver, 12,2023-09, compleated,Spring,Trigger,7.38,24.0,series,"['Drama', 'Romance', 'Sci-Fi']"
286,Ao no Exorcist: Kyoto Fujouou-hen, 12,2023-09, compleated,Winter,A-1 Pictures,7.35,24.0,series,"['Action', 'Fantasy', 'Mythology', 'School', 'Shounen']"
287,Made in Abyss, 13,2023-10, compleated,Summer,Kinema Citrus,8.66,25.0,series,"['Adventure', 'Drama', 'Fantasy', 'Gore', 'Mystery', 'Sci-Fi', 'Survival']"
288,Idoly Pride, 12,2023-12, compleated,Winter,Lerche,7.43,23.0,series,"['Idols (Female)', 'Music']"
292,Shinigami Bocchan to Kuro Maid, 12,2023-09, compleated,Summer,J.C.Staff,7.61,24.0,series,"['Comedy', 'Romantic Subtext', 'Supernatural']"
293,One Piece Movie 01,null,2024-08, compleated,unknown,Toei Animation,7.09,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
294,Deatte 5-byou de Battle, 12,2023-09, compleated,Summer,SynergySP,6.76,23.0,series,"['High Stakes Game', 'Strategy Game', 'Super Power', 'Supernatural', 'Survival', 'Suspense']"
295,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season, 10,2023-09, compleated,Spring,Ajia-do,8.08,23.0,series,"['Fantasy', 'Isekai', 'Reincarnation']"
297,Boku no Kokoro no Yabai Yatsu, 12,2023-09, compleated,Spring,Shin-Ei Animation,8.26,23.0,series,"['Comedy', 'Romance', 'School', 'Shounen']"
298,Masamune-kun no Revenge R, 12,2023-09, compleated,Summer,SILVER LINK.,7.23,23.0,series,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
300,Aiyou de Mishi,null,, compleated,unknown,Lingsanwu Animation,7.09,17.0,series,"['Mystery', 'Suspense']"
301,Berserk: Ougon Jidai-hen – Memorial Edition, 13,2023-09, compleated,Fall,Studio 4°C,7.86,25.0,series,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Gore', 'Horror', 'Military', 'Seinen']"
302,Scarlet Nexus, 26,2023-10, compleated,Summer,Sunrise,5.69,24.0,series,"['Action', 'Military', 'Sci-Fi', 'Super Power']"
304,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu, 12,2023-09, compleated,Summer,Staple Entertainment,6.81,23.0,series,"['Ecchi', 'Fantasy', 'School', 'Shounen']"
305,One Piece: Episode of Sorajima,null,2024-08, compleated,unknown,Toei Animation,7.18,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
